ID_val,Verbatim,Area,SubArea
13810,(Copied from AEN97): there are some stations on the satellite radio that break in and out. Told by dealer that it is not a hard ware problem? no solution as of yet.,Radio,Poor Reception
9776,"(Copied from AEN97): Occasionally, the touch screen won't start up for several minutes. I've started the car and I'm on my way - black screen. As far as the next question goes (and more, I'm sure) I'm writing a laundry list of problems that I will address when I take it to the dealer that is 50 minutes away. Everything issue I describe in this survey, is spotty and follows no rhyme or reason.",Display,Customer Expectation
20716,"Bluetooth for mobile phone works well; however, bluetooth pairing for audio sometimes does not pair and disconnects.  The car dealership told me my phone is not compatible. For reference my mobile phone model is Microsoft 'LUMINA 950XL.' My only suggestion is to have it be more user friendly and compatible with other phone companies. It will connect my phone and work well for a couple of days then it would disconnect and not pair at all.",Bluetooth,Compatibility
8934,It doesn't 'get' what I am saying; too many steps to dial a number - out 2012 Lexus has a much better/simply system,Voice Recognition,Poor Recognition
15257,would not connect to phone or weather .  dealership had to change out whole system now it is working (Copied from AEN97): phone weather and navigation would not connect,Bluetooth,Won't/Slow Connect
12904,WAZE WILL NOT PLAY OVER SPEAKERS,Bluetooth,Audio Streaming/Distortion
10220,The system is too difficult to operate much faster and easier on google maps on iPhone. It is not intuitive too slow and canâ€™t operate while the vehicle is moving. Or at least I canâ€™t talk to it and get it to navigate I hate it and donâ€™t use it. Use iPhone with google maps.,Navigation,DTU
19416,"(Copied from AEN97): When listening to AM radio and the radio starts out in HD mode, after 10 to 15 minutes the radio returns to a normal flat tone without the HD effect.",Audio,Bad sound Quality
10385,I am not a 'techi' so I have problems understanding the various systems of my automobile,Navigation,DTU
20984,(Copied from AEN97): Sometimes the controls are useless and I can't change the radio stations or signal features. I have to turn the car off and then back on again to reboot.,Display,Touchscreen Unresponsive
11546,You have to keep choosing options. It doesn't just to command. Very annoying!,Voice Recognition,DTU
20533,(Copied from AEN97): if it rewinds from bluetooth it wont change the artist and song. If it changes the artist and song it song fast forward or rewind from the bluetooth,Bluetooth,Not Functioning
8259,"Doesn't,t always recognize name",Voice Recognition,Poor Recognition
652,"The auxiliary port inside the middle compartment is difficult to work with due to the small size of the compartment. Also the cable provided does not stay connected to the devices. Any movement from the device, and the cable disconnects. The usb is in a bad location, right next to the driver's seat, difficult to quickly access. Have talked to the dealer about the first issue, and was told to not bother with the cable, that it is a piece of _____. The second issue, I have not taken to the dealer, as it is a design issue, and the dealer is unable to fix.",USB/Aux In,Poor Location
15352,"I have a work phone and personal phone and only the work phone connects (it was the first to be paired), even though my dealer connected both phones at time of purchase.",Bluetooth,Won't/Slow Connect
3979,It is so poor that I don't use it at all any more,Voice Recognition,Poor Recognition
18678,"Upon delivery the display screen was completely black, it has been repaired with no issue since.",Display,Black Screen
18880,"(Copied from FCD97): The display for backup camera & surround view intermittently is black (no video), and I must turn off the car and lock doors to reset the video operation.  It happens very intermittently, perhaps 1/100 starts.  The dealer said to bring it in for a check, but I don't want to leave it there if it cannot be duplicated -- I simply wanted to report it for a fix.  The trunk LED interior lights are VERY dim, to the point of being non-helpful.  I bought an updated set (Audi brand) from eBay and replaced.  Seems like Porsche could easily and cheaply update their part choice, to better illuminate the trunk compartment!",Display,Black Screen
14205,"It pairs most of the time, but sometimes I have to re-pair my phone to the bluetooth of the car",Bluetooth,Won't/Slow Pair
19256,"Especially in low temperatures, the low frequency speakers and sub-bass react poorly. Worst bass I ever heard in a late model car. {I am a professional audio specialist}.",Audio,Bad sound Quality
1218,Must open center console and connect to port. Not easy unless console is empty.,USB/Aux In,Poor Location
9164,Voice recognition is almost useless - especially when compared with other voice recognition systems I have used in other vehicles.  I have given up and don't even try to use it anymore.,Voice Recognition,Poor Recognition
6677,Very poor voice recognition system,Voice Recognition,Poor Recognition
7238,Siri. Sometimes does not understand verbal commands. When repeated it will work,Voice Recognition,Poor Recognition
19078,The phone flip flops between handheld and Bluetooth during conversations. The calls many times drop when you are swapping between calls,Bluetooth,Dropped Call
11071,It's just far too complex.  I use navigation only a few times a month so it's difficult to remember exactly how to do it from time to time.  Touchpad is very sensitive and requires me to take my eyes off the road too long to operate.,Navigation,DTU
7253,"Voice recognition frequently misinterprets names in my conZZZt list and when searching for points of interest.  Navigation commands are also difficult/impossible to get correct the first. second, third time.  I've schooled the recognition feature and it still is frustrating to use. I end up waiting for a red light to program addresses manually.",Voice Recognition,Poor Recognition
11927,"easier to use navigation system on iphone. by the time system understands the address, i could be there, takes too long to get the address in there by toggling, as voice recognition is not good.",Navigation,Destination Input
20973,(Copied from FCD97): THE DISPLAY SCREEN WIIL START JUMPING BACK AND FORTH MAKING IT DIFFICULT TO MONITOR EVERYTHING ESPESCIALLY GPS.,Display,Touchscreen Unresponsive
8550,see above,Voice Recognition,Poor Recognition
11511,"I avoid using voice recognition for navigation system. Too frustrating. I think part of issue is I don't go through menu options necessary.Acura needs to simplify process to reduce steps through the menu. If I say 'go home', the technology package should know I want to use the navigation system and automatically direct my voice command to that system.",Voice Recognition,DTU
1558,"I often get the message that my phone has been disconnected, then a minute later it says it is connected, then again it says disconnected, and finally again connected.  It sometimes takes several minutes to finally connect (and stay connected) to my phone.  I'm not sure if that is because of the lack of signal in an area or if the bluetooth is having issues.  I also have had several calls disconnect from the bluetooth while I am in the middle of a phone call, but I can hear that the call is still connected in my phone. This is another issue that I will bring up when I have my car serviced for the first time which will be in the next couple of weeks.",Bluetooth,Connection Loss
647,No connection cord for IPod Classic.  Connection interface in glove compartment.  No USB or Aux ports.  No electrical outlet.,USB/Aux In,Poor Location
15267,Bluetooth pairing upon starting the vehicle does not always consistently occur.,Bluetooth,Won't/Slow Connect
6866,The system doesn't recognize street names or points of interest even when I know the points of interest are there. The car is very new to me and I may be requesting the name or place incorrectly but it is frustrating and difficult. I have not gone to the dealer yet because this is another thing I want to clarify.,Voice Recognition,Poor Recognition
8454,happens very seldom,Voice Recognition,Poor Recognition
7833,It misinterprets so badly I do not use it.,Voice Recognition,Poor Recognition
13155,"(Copied from AEN97): Navigation is extremely slow when entering in addresses.  Music will skip when playing music files from a usb drive, only happens upon initial start up of the vehicle.  Every third or fourth time starting the vehicle the entertainment system will default back to FM radio when the last setting was USB drive.",Navigation,Slow
18869,"(Copied from AEN97): Infotainment system crashes almost daily. The system begins starting up, freezes than resets itself, often disconnecting the bluetooth connection.",Display,Black Screen
11619,"I asked for this:  110 Haddon Avenue, Haddon Township, NJ and got 110 Haddon Avenue, Camden instead.  They are not the same place.",Navigation,Destination Input
7032,Confuses names,Voice Recognition,Poor Recognition
19064,"Frequently drops calls, does not sync",Bluetooth,Dropped Call
18330,The power outlet is in the center console which makes using accessories like a radar detector very difficult to use.,Power Outlet,Poor Location
14419,Have to change time in 3 different sites,Driver Notifications,Customer Expectation
3084,Directions are never as good as google maps on my smartphone,Navigation,Route Accuracy
20639,(Copied from AEN97): The infotainment system with power off and reboot unexpectedly,Radio,Reset
9923,"(Copied from AEN97): 1. Pairing doesn't work when using voice command to pair - only works when using buttons. 2. Doesn't show phonebook entry name for incoming calls. 3. Cannot use the pnone's phonebook, need to import it into the car (and reimport every time there is a change). 4. Inconvenient menu to make calls. 5. Doesn't support Apple CarPlay.",Bluetooth,Phonebook
19866,"When I go to change lanes, I press down once and no longer indicates lane change. I have to hold the signal handle down.",Turn Signal Switch,DTU
10869,ITS HARD TO UNDERSTAND HOW TO ENTER AN ADDRESS AND THEN GO TO STREET . CAN'T SEEM TO UNDERSTAND HOW THAT WORKS.,Navigation,DTU
5933,"The system doesnâ€™t always understand the City Iâ€™m trying to enter. I have that problem with most items that I use (out of car), ie Iphone7 etc. phone commands",Voice Recognition,Poor Recognition
13045,IT DOES NOT RECOGNIZE MY PHONE IN MEDIA SECTION,Bluetooth,Audio Streaming/Distortion
20406,"USB port for Android Auto does not provide enough current to keep phone charged, it is called a 'data only' port. On a long trip the feature is useless as the phone will have to be disconnected to recharge it. POOR design. (Copied from FCD97): Android Auto feature requires phone to be plugged in to a 'data only' port that does not provide enough current to keep the phone charged. While using Android Auto the phone battery discharges. This becomes a pretty useless feature on a longer drive. Very poor design shortcoming.",USB/Aux In,Customer Expectation
11560,"My biggest issue are the commands are very specific. If you don't say it exactly how they have it laid out, you aren't getting through. It makes it tough to determine what the system actually can do. When you know how the commands are supposed to be spoken it works fairly well. I just don't find it intuitive, especially when voice recognition from Google has become so good.",Voice Recognition,DTU
799,The port in the dash compartment is difficult to access with large hands and the two ports in the console leave the memory sticks exposed where they could be easily broken from putting things into the compartment.,USB/Aux In,Poor Location
11758,too many steps to enter address,Navigation,Destination Input
13086,"(Copied from AEN97): 1.  Sirius xm radio was supposed to have a 3 month free trial but it did not 2.  Phone sound is AWFUL.  Bluetooth works but it's very difficult to hear the caller.  The sound goes in and out...and always gets lowered (along with the radio) whenever another car is nearby and the park assist or BLIS system takes over.  Very Very frustrating. Even when I turn off the park assist, the bluetooth sound still goes in and out, in and out.  I may not buy another Volvo just for this reason.",Bluetooth,Audio Streaming/Distortion
4412,Sometimes enters the wrong number when I ask it to place a call,Voice Recognition,Poor Recognition
14873,"Finding the Iphone is not consistent.  Sometimes it finds the phone immediately upon entering the vehivle, Sometimes it takes 20 minutes or more.",Bluetooth,Won't/Slow Connect
17782,These controls are just not intuitive from other cars I have driven,Lighting Switch,DTU
15170,Sometimes the bluetooth didn't connect at first and I had to keep pairing.  Also when I plug my phone in to charge it automatcially starts playing my pandora like and ipod even though I didn't select it.,Bluetooth,Won't/Slow Connect
15465,I don't know if it's my phone but it frequently won't connect,Bluetooth,Won't/Slow Connect
3676,(Copied from AEN97): The voice recognition for the Bluetooth phone is difficult to use.,Bluetooth,DTU
16060,"at times the stations have a lot of static and the speakers on the right side have a hummmm on them with every station. I purchased the Meridian system thinking it would give me an amazing sound. not it hasn't , it needs improvement.",Audio,Static
12373,the map needs to be updated road locations have changed and the maps are old and o not show the new road locations,Navigation,Out Dated
7594,CALLING ON THE PHONE WITH VOICE IT SOMETIMES DOESN'T UNDERSTAND THE NAME OF THE PERSON CALLING.,Voice Recognition,Poor Recognition
13131,the responding time when key in a letter is too long,Navigation,Slow
11662,Just have a hard time getting it to do the navigation. I end up using the RRR,Navigation,Destination Input
10321,The nav. system is not intuitive.  You have to go to many different screens to find the command you are searching for.  Especially true when you want to delete a location. I find the icons are not discernable.  The objects are not recognizable.,Navigation,DTU
3364,The route it gives me to get to my destination isn't the best route to take.  One time it had me take a very narrow dirt road that had me off roading. The Android Auto on my phone also always disconnects,Navigation,Route Accuracy
14519,"clock display in the navigation system screen should be larger for easy reading at a glance while driving.  Clock image should be included in the choices of data in the dashboard center screen (control button on right side of steering wheel) all those choices of data screens and NONE of them is in a clock, which would be the easiest to see at a glance.",Driver Notifications,Customer Expectation
9750,(Copied from AEN97): Display fonts need to be larger,Display,Customer Expectation
14952,"random occurance.  tried to connect via car bluetooth screen, but usually turn off the phone and restart phone.",Bluetooth,Won't/Slow Connect
13053,"my bluetooth just disappears while listening to sirius radio or music from phone. (Copied from AEN97): like i mentioned before, my bluetooth I cannot always find.",Bluetooth,Audio Streaming/Distortion
16144,(Copied from AEN97): Sirius radio reception cuts in and out. I'm glad it's just a trial subscription.,XM Radio,Poor Reception
12446,Speed limits displayed are not in line with the posted speed limits for the road.,Navigation,Out Dated
15125,Had to sync it again for it to recognize it,Bluetooth,Won't/Slow Connect
18696,"(Copied from FCD97): Center mounted dash monitor screen went black three days after I got the truck!  No radio, no back-up camera, no heater controls, no Sync-3, no navigation, nothing worked.  It took Ford more than two weeks to get the part to the dealer to fix!  And now the screen does not work as well as when new.  It's like the tech only installed the basic features.  And it gives me the same start-up message almost every time I start the truck.  It did not do that before.  Dealer can not handle all the cars and trucks needing repairs.  It takes weeks to get get scheduled for repairs and than it takes weeks to get the truck repaired once they get it. (Copied from AEN97): Screen went black three days after delivery.  Took Ford two weeks to fix!",Display,Black Screen
12426,Added a valid address into the navigation a few times and it could not be found but entered the same address into my phone and it was found without issue,Navigation,Out Dated
20438,Cant find it-not sure if it even has one?,USB/Aux In,Customer Expectation
6008,it doesn't understand,Voice Recognition,Poor Recognition
3770,Voice recognition frequently misinterprets street and city names,Voice Recognition,Poor Recognition
19286,Speakers are blown (Copied from INT97): Some of the radio speakers are blown,Audio,Bad sound Quality
19660,We set the time and it will continually become off by 5 min. In a matter of days.,Driver Notifications,Wrong Time/Date
15277,Sometimes it does not pair. Does not happen often,Bluetooth,Won't/Slow Connect
15493,sometimes apple car play doesn't work or apps don't work properly,Apple Car Play,Not Functioning
11630,Having a difficult time for the GPS to enter addresses. It has its own way of displaying addresses and it has been difficult to find or enter the addresses necessary.,Navigation,Destination Input
20233,I have to go through the process of pairing the bluetooth with my phone every time I enter the car.,Bluetooth,Pairing Loss
13796,"Radio not clear at some suburban areas, hearing static.",Radio,Poor Reception
3123,"(Copied from AEN97): The navigation screen which is on constantly as you drive changes to add two boxes as you come to a stop. These boxes display 'Petrol Stations' and either your last navigation destination or your home location. When the vehicle starts moving again the boxes disappear and the complete map returns.  I don't feel there is a need or advantage to having these boxes displayed.  If I need the information I can find it and retrieve it.  I have tried taking this boxes off the screen but it's not possible.  Two telephone calls to the dealer and an email went unanswered.  We have used the vehicle to find locations in San Diego on several occasions.  On two occasions the navigation system took us within a couple of blocks of the location but not exactly to it.  On another trip, the navigation system took us two streets over to where we wanted to be.  Interesting.",Navigation,Route Accuracy
4729,"I fewl like i have to say everything very loud and very slow, or else it doesnt get understood and its sort of frustrating.",Voice Recognition,Poor Recognition
2341,"Lost connection to phone for no apparent reason had to set it up a second time, so far okay",Bluetooth,Connection Loss
152,(Copied from INT97): It seems like the USB charging plugins and the cigarette lighter type plugins are in poor locations for my uses.,USB/Aux In,Poor Location
19056,"While I am talking on the bluetooth, it will sometimes drop the call or jump into speaker or mobile phone use. The person on the other end says they have a hard time understanding me when I am talking while the bluetooth is on.",Bluetooth,Dropped Call
15836,The iDrive system is terrible to use. The radio should not be part of this system. This system should not exist. I would like a standard radio with standard control. In 30 years of driving I have never needed to pull over to safely use any part of my radio. Everything could be down by feel without taking my eyes off the road.,Radio,DTU
2329,"No problem pairing with my phone when getting in the car, but the phone has been dropped for no known reason while driving 3 or 4 times over the last three months.  If I turn the phone off and then on while driving it will pair again.",Bluetooth,Connection Loss
20971,(Copied from AEN97): The touchscreen is slow to respond when I am using my iPod and I want to forward to the next song. It takes a few seconds and sometimes I touch the forward icon again and it immediately moves 2 songs forward.,Display,Touchscreen Unresponsive
12299,They need stop telling me it's normal when I have 2017 car all this should of been thought of,Display,DTU
14699,Does not connect 50% of time when  making a calliPhone,Bluetooth,Won't/Slow Connect
12481,missing streets and delayed when coming to the street to let you know. software needs to be upgraded,Navigation,Out Dated
3966,It does always understand when I give an address.  It mis-interprets the house # or street name.,Voice Recognition,Poor Recognition
13662,In my neighborhood and approximately 5 miles goin to work on slightly rural small farms area I have cracklings sounds then it stops,Radio,Poor Reception
9191,Voice commands must follow a specific format and order.  These formats do not match normal speech patterns.  Requires an unexpected learning curve.,Voice Recognition,Poor Recognition
19287,"Minimal sound from rear speakers, requires service call to correct.",Audio,Bad sound Quality
6782,Should just be able to hit button and speak too many steps and cant remember how to save voice in car..plus was told it takes 5 minutes to read and record voice,Voice Recognition,Poor Recognition
13886,Vehicle's built-in voice recognition system never responds. The Smartphone's voice recognition system responds fine. I turned off Bluetooth in phone to see if that would make a difference. No change. I phoned Honda for assistance but they were unable to solve problem. I will have the dealer check it out when I take the car in for the first service.,Voice Recognition,Not Functioning
11315,Several people have told me itâ€™s hard to hear me speaking,Bluetooth,Call Quality
8728,Your questions are too complicated.  This is not helpful.,Voice Recognition,Poor Recognition
11714,"You need to type in the complete address.  In my Lexus, suggestions for the address are shown after typing a few inputs.The voice needs to be adjusted with the radiio off to be loud.  The radio does not shut off when a voice command is given",Navigation,Destination Input
4904,Point of Interest voice command is afunctional - it never recognizes anything.,Voice Recognition,Poor Recognition
18547,"(Copied from AEN97): While in a rain storm, the safety sensors remained """"on"""" due to the amount of rain and splashing.  I did not have cars beside me and ample space between the car in front and behind me.  Not sure if that was supposed to happen!?  I didn't like it.",Not PPEC 7,Other
14453,Time display disappears depending on what else is being displayed.,Driver Notifications,Customer Expectation
8473,I will say a command and the system SOMETIMES repeats what I said incorrectly.  It happens under different conditions but not always.,Voice Recognition,Poor Recognition
15071,The bluetooth connectivity sometimes does not connect and I have to reconnect it.,Bluetooth,Won't/Slow Connect
16499,Google maps provides better navigation.  Not able to search locations.  Map picture quality is poor.  Traffic information not available.,Navigation,Traffic Info
6687,I even calibrated the voice command to help recognize my voice better but it is just not a good system that understands.,Voice Recognition,Poor Recognition
16471,"As was with my previous 2007 Volvo XC90 GPS screen, the maps look very outdated compared to other vehicle GPS (or SmartPhone) applications.  Also, a lot of locations that appear on Apple or Google Maps are not recognized by Volvo.  Furthermore, traffic and construction conditions are not taken into account.  I believe it's a Volvo proprietary system, but it would be 100% better if they teamed with Apple or Google Maps for more accurate real-time data.",Navigation,Traffic Info
16539,Does not provide integrated experience with iPhone over bluetooth,Bluetooth,Customer Expectation
8434,Problem occurs at different times.,Voice Recognition,Poor Recognition
9758,"The knob is small and when you change volume, it is next to touch screen so errors are made because adult fingers also touch the screen causing changes to the system",Display,Customer Expectation
13902,"haven't gotten the voice recognition to work yet, in any way",Voice Recognition,Not Functioning
18674,(Copied from AEN97): The whole screen and everything was dead  for a day,Display,Black Screen
16162,XM Radio cuts out every now and then.,XM Radio,Poor Reception
15495,CarPlay + Bluetooth doesnâ€™t work well together,Apple Car Play,Not Functioning
16157,The XM radio will cut out for 20 seconds,XM Radio,Poor Reception
18397,because the light sensors went out the dealership had to replace it and it was done within a week,Not PPEC 7,Other
9253,no comment,Voice Recognition,Poor Recognition
12336,There are streets and other locations that were completed at least 3 years ago and the map/gps system does not show them and cannot find them.  The dealer service manager said that the GPS/Map system is due an upgrade by Cadillac in the next few months.  It is so bad that I keep an IPhone sync'd using that map rather than the one in the car.,Navigation,Out Dated
11830,Difficulty entering in address.   System does not let you complete the address you want to enter.,Navigation,Destination Input
11652,It is easier to log in a destination on my phone than on the Nav screen,Navigation,Destination Input
20627,The audio / entertainment system randomly shuts off and reboots itself.  I have taken it in once and they said this was a known problem and they just had to reprogram the system.  It was good for 2 weeks and is now doing it again and I have an appointment to take it back in again in two weeks.,Radio,Reset
11282,it's easier to use my phone.,Navigation,DTU
6762,Misinterprets what I'm saying.  Plus too many steps to get the point where you actually say the command.,Voice Recognition,Poor Recognition
16583,I still can't figure out how to close the front moonroof.,Sunroof Switch,DTU
5354,say one thing and it shows another or says cannot recognise,Voice Recognition,Poor Recognition
9826,"Originally connected a windows phone to the car.  It downloaded this phone's conZZZt list.  Then was told that a windows phone was not compatible with trax system.  Purchased an android phone within the month.  Did connected windows phone.  Connected android phone.  It did not download the conZZZt list from the android phone.  Therefore, itcannot connect me to any number through voice command.",Bluetooth,Phonebook
11098,"Very complex system and much of it must be set up when not moving. The """"mouse"""" can be a dangerous distraction when driving.",Navigation,DTU
4841,when I ask it to call a # it will dial a wrong #  without verifying with me,Voice Recognition,Poor Recognition
16862,the apple play is really bad - in and out - disconnecting,Android Auto,Stability
11292,the navigation system is not user friendly at all.  very slow and POI screen is either useless or I am not accessing it correctly.,Navigation,DTU
20447,"Ridiculous that in 2017......there was not a full time charging port, only when vehicle was running. Should be option one or the other.........",USB/Aux In,Customer Expectation
5882,I say one address and it comes up with a completely different city or street or even house number.,Voice Recognition,Poor Recognition
18996,If sitting in the 3rd row it is difficult to hear,Audio,Volume
13006,Playing music from my device through bluetooth doesn't always work. The vehicle may recognize the phone so I can make phone calls but the pandora app and the option to select music from my phone doesn't always appear. Sometimes if I wait a minute or two before a leave a parking spot these apps will appear.,Bluetooth,Audio Streaming/Distortion
5936,Not user friendly. Many errors,Voice Recognition,Poor Recognition
161,Is in calf compartment with other items.,USB/Aux In,Poor Location
16405,"Software update needed to fix as described earlier (Copied from FCD97): The GPS did not """"know"""" where the car was, and wandered aimlessly through Kansas until repaired",Navigation,Positioning
18568,"PCM sometimes would not come on when starting the car, but would come on a few minutes after starting the car.",Not PPEC 7,Other
5695,System requires repeated attempts of verbal commands in order to understand our commands,Voice Recognition,Poor Recognition
8082,It doesn't understand and gives me choices that are not even close to what I said,Voice Recognition,Poor Recognition
11778,I had many Honda's and acura's and the navigation is rarely correct. it is very difficult to use and gives loctions hundreds of miles away. Example: if I put Costco in that I know is only 30 miles away it will list one that is hundreds of miles from my location. I would love Honda and acura update their navigation system.,Navigation,Destination Input
19694,There is no guidance in the Owner's Manual to change the time on the clock.,Driver Notifications,Customer Education
5767,"It has a hard time understanding my commands for addresses., street names, cities.",Voice Recognition,Poor Recognition
13110,The lengthy delays from the time you press a button and the time something happens are totally unacceptable.,Navigation,Slow
6162,Misinterprets voice commands,Voice Recognition,Poor Recognition
779,"Need small hands (good thing i have those) to plug in, located inside the center console isn't easily accessible.",USB/Aux In,Poor Location
10988,"Jaguar's InControl Touch Pro multimedia system (radio, navigation, phone, temperature) is the most poorly designed multimedia system I have ever experienced. Difficult to use, several obvious flaws in system design - overall very poor user experience.",Navigation,DTU
1906,"My phone will connect initially, but then the bluetooth connection with the car will just stop working.  I have to disable and renable bluetooth on my phone in order to get it to pair with the vehicle.  I have not experienced this type of issue before so it is hard to say if the car bluetooth is causing issues with my phone or there is something wrong with my phone in the way it attempts to connect to the car bluetooth.  My phone is an LG V20.  It isn't a huge issue because as mentioned it can be fixed by reconnecting the bluetooth after disabling and renabling it on my phone.",Bluetooth,Connection Loss
1051,We don't like them in the center console.  Hard to use and not enough of them.,USB/Aux In,Poor Location
14515,They have removed the calendar DATE feature and when on the road every day that was a very helpful feature that I miss very much!,Driver Notifications,Customer Expectation
16440,The Navigation systems seems not to include traffic delays or they are inaccurate.   It's also slow to find desitnations. Much faster to use WAZE but I would prefer to use the larger screen on the center console.  Also we have frequent issues with the pairing.,Navigation,Traffic Info
17979,vehicle regularly does not recognize iPhone plugged into auxiliary cord. Vehicle must be switched off and back on before the vehicle will recognize the phone for apple play.,Apple Car Play,Stability
7845,Navigation does not respond to verbal commands,Voice Recognition,Poor Recognition
14703,Samsung 7 and MDX does not pair always automatically.,Bluetooth,Won't/Slow Connect
5091,Apparently not programmed to interpret my Texas accent,Voice Recognition,Poor Recognition
741,Pocket too deep. (Copied from INT97): Difficulty using USB ports. Too far down in the pocket.,USB/Aux In,Poor Location
11311,Phone rings but I have to answer the actual phone because callers are not hearing meSometimes I hear dings for text sometimes I donâ€™t Honestly I donâ€™t know if I just didnâ€™t connect it properly,Bluetooth,Call Quality
12187,(Copied from DEXP97): Voice on navigation system is too soft when radio is on.  On other vehicles audio sound goes mute when audible navigation voice comes on.,Navigation,Volume
16021,i heard a loud static noise.,Audio,Static
4888,This is the same problem that I have had on all my Ford Expeditions,Voice Recognition,Poor Recognition
6657,"The system often does not understand the repeated direction to call my husband's phone when I use his name, 'Patrick'. it will say it is not available in my conZZZts which it is and at the times is accepted.    Also at times the audio navigation does not understand the verbal prompts.",Voice Recognition,Poor Recognition
8925,"I always have to use the driver call """"Assist"""" when I want directions.  It NEVER recognizes what I'm asking.",Voice Recognition,Poor Recognition
20403,Would like several more ports.,USB/Aux In,Customer Expectation
12027,this is an intermittent problem.,Other,Not Enough Info
20866,(Copied from AEN97): There is a discrepancy in volume between the radio and cd player.  When a cd is used the volume is extremely low and has to be turned up quite a bit.  As a result when you switch from cd to regular radio the volume is turned up to high. custAttr4823,Audio,Source Volume Discrepencies
3615,(Copied from AEN97): The built in applications work with a smartphone (iPhone or Android) but there is a complexity in setting them up that confuses me. When starting the Niro screen and phone initiations have to be cancelled (exited) each time to clear them from the car and phone screens.,Bluetooth,DTU
2239,"Doesn't happen all the time..but when it does I have to use my Apple I Phone 7 then it will switch over to the blue tooth,  of course, I'm park and the car is running.",Bluetooth,Connection Loss
16407,It seems to be off by a few hundred feet from time to time,Navigation,Positioning
20685,"Left dealer could not make a call, went back to dealer machanic looked at it said I had to buy a cord to connect to phone, also had to down load an app off my phone, connect it to the car.so went to Verizon, and they helped me do it. Every time I get in my car I have to connect my phone to this cord to be able to make a call. To me this is a major issue.if I had known this I would not have purchased this vehicle.",Bluetooth,Customer Education
11397,background noise effects,Bluetooth,Call Quality
14629,"Screen has issues, barely works",Display,Freezes/Locks Up
2395,Phone gets disconnected while using bluetooth.,Bluetooth,Connection Loss
5000,"interprets street names as numbers, never gets the street address correctly, have tried multiple voices and no luck. custAttr4823",Voice Recognition,Poor Recognition
20294,"several times I get in the car and it does not recognize my phone so I have to mess around with it - turn phone off and on, etc.",Bluetooth,Pairing Loss
13502,I was driving around work and the radio started cutting in and out. Only at work is when I experience this problem.,Radio,Poor Reception
20656,Will not allow easy switch between paired devices. Have to re-pair each time,Bluetooth,Customer Education
12732,problem described above. (Copied from FCD97): The GPS is bad and typically has difficulty locating points of interest.,Navigation,Map Info
2923,The data base is shallow and weak,Navigation,Customer Expectation
19899,The window control switches are too far back on the door panel.  I have to hold my arm/wrist in an awkward position to actuate the switches.  Locating them on the center console might be better.,Window Switch,Poor Location
19792,"The entertainment system sometimes automatically switches into Pandora mode and out of whatever mode I was in. This happens occasionally - but usually within 2 minutes of starting up the vehicle. Since I am not signed up with Pandora, when it switches to Pandora, all of a sudden the music just goes away until I look over and see that it has auto-switched into Pandor again!",Radio,Customer Expectation
19849,The turning signal is likely to turn on the brights if you add too much pressure going up. I haven't had this problem in other cars. I don't know if the sensitivity needs to be adjusted.,Turn Signal Switch,DTU
9078,See above,Voice Recognition,Poor Recognition
7271,The problem doesn't bother me that much but when I use Apple CarPlay the voice to text recognition is horrible. I'm almost better off using voice text on my phone and then plugging it back in to charge. The voice commands for the vehicle don't always work that well either.,Voice Recognition,Poor Recognition
16567,"Cannot recognize more than one phone at a time. Older E350's did not have this problem (Copied from AEN97): Drops phone calls, does not recognize other connected phones, navigation system is inaccurate.",Bluetooth,Customer Expectation
887,"It is easy to reach, but we tend to want to put other items in the 'cubby hole' between the front seats.  This always blocks access to the USB port.",USB/Aux In,Poor Location
18066,Apple CarPlay issues when connecting iPhone 6S. Would not connect but eventually it worked. Not sure why.,Apple Car Play,Stability
8462,Not a big issue it just doesn't understand some conZZZts names,Voice Recognition,Poor Recognition
19261,Poor sound quality.,Audio,Bad sound Quality
20485,Bluetooth drops out. Sysrm not compatible with my iPod. (Copied from FCD97): Entertainment does not show even though it is checked off.,Bluetooth,Not Functioning
17153,(Copied from AEN97): When phone is connected via USB songs repeatedly skip,USB/Aux In,USB Not Functioning
19878,"The turn signal is too sensitve because if you flick the handle up for too long, the signal stays on when you want it to stay on for just a few seconds to switch lanes.  They should just keep it simple instead of making it so hi-tech.",Turn Signal Switch,DTU
19227,(Copied from AEN97): Sound on AM radio is garbled.  It sounds like radio station is not properly tuned to correct frequency. Voice from navigation system is also garbled and must be set to excessive volume to be understood.,Audio,Bad sound Quality
1155,Hard to reach into console and cord interferes with closing console lid,USB/Aux In,Poor Location
1345,"Only one USB port, that is not enough. Also is inside the glove box, inaccessible",USB/Aux In,Poor Location
4808,SYSTEM DOES NOT UNDERSTAND WHAT I AM ASKING IT TO DO. MORE OFTEN WHEN VEHICLE IS IN MOTION.,Voice Recognition,Poor Recognition
6918,"haven't had enough chance to give the feedback yet, but when i tried the voice guidance it didn't work well.",Voice Recognition,Poor Recognition
18854,(Copied from AEN97): the screens go dark and nothing works.,Display,Black Screen
18138,The  cigarette lighter plug that's what I use  to charge my cell phone it is in the compartment down in the  armrest and it is hard to charge my phone because it works and then it doesn't it will start charging and then it will stop charging  because the length of car charger cords iare swiveled and short .,Power Outlet,Poor Location
11396,(Copied from AEN97): static when using phone,Bluetooth,Call Quality
19690,Cannot find explanation in lexus manual on how to set clock digital display,Driver Notifications,Customer Education
